    Coord1     Coord2      Energy(Hartree)     Energy(kcal/mol)   Relative(kcal/mol)
      1.65       2.10         -2184.850789      -1371014.569374            66.856114
      1.65       2.05         -2184.912234      -1371053.126694            28.298795
      1.65       2.00         -2184.917724      -1371056.571721            24.853768
      1.65       1.95         -2184.923510      -1371060.202490            21.222998
      1.65       1.90         -2184.929024      -1371063.662578            17.762911
      1.65       1.85         -2184.934482      -1371067.087524            14.337964
      1.65       1.80         -2184.940544      -1371070.891487            10.534002
      1.65       1.75         -2184.945602      -1371074.065430             7.360059
      1.65       1.70         -2184.949972      -1371076.807646             4.617842
      1.65       1.65         -2184.953507      -1371079.025892             2.399596
      1.65       1.60         -2184.955918      -1371080.538817             0.886671
      1.65       1.55         -2184.956696      -1371081.027020             0.398469
      1.65       1.50         -2184.955460      -1371080.251418             1.174070
      1.60       3.95         -2184.903234      -1371047.479108            33.946380
      1.60       3.90         -2184.903751      -1371047.803531            33.621958
      1.60       3.85         -2184.904213      -1371048.093440            33.332048
      1.60       3.80         -2184.904305      -1371048.151171            33.274317
      1.60       3.75         -2184.904830      -1371048.480613            32.944875
      1.60       3.70         -2184.905505      -1371048.904182            32.521306
      1.60       3.65         -2184.905649      -1371048.994544            32.430945
      1.60       3.60         -2184.905984      -1371049.204759            32.220729
      1.60       3.55         -2184.906551      -1371049.560557            31.864931
      1.60       3.50         -2184.906579      -1371049.578127            31.847361
      1.60       3.45         -2184.906658      -1371049.627701            31.797788
      1.60       3.40         -2184.906613      -1371049.599463            31.826026
      1.60       3.35         -2184.906602      -1371049.592560            31.832928
      1.60       3.30         -2184.906316      -1371049.413092            32.012396
      1.60       3.25         -2184.906013      -1371049.222957            32.202531
      1.60       3.20         -2184.905864      -1371049.129458            32.296030
      1.60       3.15         -2184.905176      -1371048.697732            32.727757
      1.60       3.10         -2184.904507      -1371048.277928            33.147560
      1.60       3.05         -2184.903474      -1371047.629711            33.795778
      1.60       3.00         -2184.902733      -1371047.164726            34.260762
      1.60       2.95         -2184.901445      -1371046.356494            35.068994
      1.60       2.90         -2184.899963      -1371045.426525            35.998964
      1.60       2.85         -2184.898137      -1371044.280692            37.144796
      1.60       2.80         -2184.896203      -1371043.067089            38.358399
      1.60       2.75         -2184.893952      -1371041.654565            39.770923
      1.60       2.70         -2184.891597      -1371040.176780            41.248708
      1.60       2.65         -2184.888590      -1371038.289860            43.135629
      1.60       2.60         -2184.887790      -1371037.787852            43.637636
      1.60       2.55         -2184.884960      -1371036.012000            45.413488
      1.60       2.50         -2184.881612      -1371033.911098            47.514390
      1.60       2.45         -2184.878026      -1371031.660849            49.764639
      1.60       2.40         -2184.874113      -1371029.205405            52.220083
      1.60       2.35         -2184.870166      -1371026.728625            54.696863
      1.60       2.30         -2184.865794      -1371023.985154            57.440335
      1.60       2.25         -2184.861862      -1371021.517786            59.907702
      1.60       2.20         -2184.859339      -1371019.934580            61.490908
